종목,현재가,대비,시가,고가,저가,거래량,미결제,등락
코스피200 P 202010 215.0,"3.13",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 217.5,"3.49",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 220.0,"3.91",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 222.5,"4.45",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 225.0,"5.00",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 227.5,"5.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 230.0,"6.10",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 232.5,"6.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 235.0,"7.48",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 237.5,"8.26",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 240.0,"9.04",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 242.5,"9.82",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 245.0,"10.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 247.5,"11.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 250.0,"12.65",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 252.5,"13.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 255.0,"14.75",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 257.5,"15.80",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 260.0,"16.90",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 262.5,"18.25",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 265.0,"19.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 267.5,"20.90",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 270.0,"22.25",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 272.5,"23.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 275.0,"24.95",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 277.5,"26.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 280.0,"28.15",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 282.5,"29.75",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 285.0,"31.35",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 287.5,"33.00",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 290.0,"34.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 292.5,"36.40",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 295.0,"38.25",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 297.5,"40.10",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 300.0,"42.00",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 302.5,"43.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 305.0,"45.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202010 307.5,"47.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 212.5,"3.43",0.00,"0.00","0.00","0.00","0","3",0
코스피200 P 202011 215.0,"3.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 217.5,"4.03",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 220.0,"4.48",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 222.5,"4.91",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 225.0,"5.35",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 227.5,"5.76",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 230.0,"6.16",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 232.5,"6.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 235.0,"7.19",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 237.5,"7.93",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 240.0,"8.67",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 242.5,"9.33",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 245.0,"9.98",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 247.5,"10.80",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 250.0,"11.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 252.5,"12.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 255.0,"13.50",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 257.5,"14.30",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 260.0,"15.15",0.00,"0.00","0.00","0.00","0","1,100",0
코스피200 P 202011 262.5,"16.45",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 265.0,"17.75",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 267.5,"18.80",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 270.0,"19.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 272.5,"21.20",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 275.0,"22.65",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 277.5,"24.25",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 280.0,"25.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 282.5,"27.40",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 285.0,"29.00",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 287.5,"30.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 290.0,"32.40",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 292.5,"34.25",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 295.0,"36.10",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 297.5,"37.95",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 300.0,"39.75",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 302.5,"41.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 305.0,"43.65",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202011 307.5,"45.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 140.0,"0.65",0.06,"0.65","0.65","0.62","13","1,983",1
코스피200 P 202012 145.0,"0.65",0.00,"0.00","0.00","0.00","0","174",0
코스피200 P 202012 150.0,"0.82",0.09,"0.82","0.82","0.82","10","5,583",1
코스피200 P 202012 155.0,"0.90",0.09,"0.95","0.95","0.90","2","45",1
코스피200 P 202012 160.0,"0.88",0.00,"0.00","0.00","0.00","0","63",0
코스피200 P 202012 165.0,"1.08",0.00,"0.00","0.00","0.00","0","53",0
코스피200 P 202012 170.0,"1.20",0.00,"0.00","0.00","0.00","0","2,437",0
코스피200 P 202012 175.0,"1.31",0.00,"0.00","0.00","0.00","0","256",0
코스피200 P 202012 180.0,"1.51",0.00,"0.00","0.00","0.00","0","7,525",0
코스피200 P 202012 185.0,"1.78",0.00,"0.00","0.00","0.00","0","131",0
코스피200 P 202012 190.0,"1.90",0.00,"0.00","0.00","0.00","0","7,365",0
코스피200 P 202012 195.0,"2.56",0.05,"2.56","2.56","2.56","9","659",2
코스피200 P 202012 200.0,"2.96",0.08,"3.00","3.02","2.92","49","19,717",1
코스피200 P 202012 205.0,"3.26",0.16,"3.29","3.29","3.24","8","717",1
코스피200 P 202012 210.0,"3.72",0.01,"3.70","3.72","3.70","8","13,938",1
코스피200 P 202012 215.0,"4.26",0.02,"4.38","4.38","4.25","5","464",2
코스피200 P 202012 220.0,"4.89",0.02,"4.99","4.99","4.89","3","14,926",1
코스피200 P 202012 225.0,"5.55",0.00,"0.00","0.00","0.00","0","4,461",0
코스피200 P 202012 230.0,"5.46",0.00,"0.00","0.00","0.00","0","28,010",0
코스피200 P 202012 235.0,"6.00",0.00,"0.00","0.00","0.00","0","1,340",0
코스피200 P 202012 240.0,"7.40",0.00,"0.00","0.00","0.00","0","18,479",0
코스피200 P 202012 245.0,"8.96",0.00,"0.00","0.00","0.00","0","5,668",0
코스피200 P 202012 250.0,"10.60",0.35,"10.50","10.60","10.50","4","16,366",1
코스피200 P 202012 255.0,"11.00",0.00,"0.00","0.00","0.00","0","1,119",0
코스피200 P 202012 260.0,"14.00",1.05,"14.70","14.70","14.00","2","15,245",1
코스피200 P 202012 265.0,"16.00",0.00,"0.00","0.00","0.00","0","328",0
코스피200 P 202012 270.0,"17.00",0.00,"0.00","0.00","0.00","0","9,280",0
코스피200 P 202012 275.0,"19.95",0.00,"0.00","0.00","0.00","0","1,312",0
코스피200 P 202012 280.0,"23.10",0.00,"0.00","0.00","0.00","0","11,116",0
코스피200 P 202012 285.0,"26.25",0.00,"0.00","0.00","0.00","0","3,008",0
코스피200 P 202012 290.0,"29.90",0.00,"0.00","0.00","0.00","0","6,397",0
코스피200 P 202012 295.0,"33.55",0.00,"0.00","0.00","0.00","0","41",0
코스피200 P 202012 300.0,"37.45",0.00,"0.00","0.00","0.00","0","11,753",0
코스피200 P 202012 305.0,"41.50",0.00,"0.00","0.00","0.00","0","20",0
코스피200 P 202012 310.0,"45.55",0.00,"0.00","0.00","0.00","0","11,077",0
코스피200 P 202012 315.0,"49.95",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 320.0,"54.35",0.00,"0.00","0.00","0.00","0","2,009",0
코스피200 P 202012 325.0,"58.80",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 330.0,"63.45",0.00,"0.00","0.00","0.00","0","75",0
코스피200 P 202012 335.0,"68.05",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 340.0,"72.75",0.00,"0.00","0.00","0.00","0","13",0
코스피200 P 202012 345.0,"77.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 350.0,"82.35",0.00,"0.00","0.00","0.00","0","5,028",0
코스피200 P 202012 355.0,"87.15",0.00,"0.00","0.00","0.00","0","1",0
코스피200 P 202012 360.0,"92.05",0.00,"0.00","0.00","0.00","0","42",0
코스피200 P 202012 365.0,"96.95",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 370.0,"101.85",0.00,"0.00","0.00","0.00","0","14",0
코스피200 P 202012 375.0,"106.75",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 380.0,"111.70",0.00,"0.00","0.00","0.00","0","40",0
코스피200 P 202012 385.0,"116.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 390.0,"121.60",0.00,"0.00","0.00","0.00","0","35",0
코스피200 P 202012 395.0,"126.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202012 400.0,"131.50",0.00,"0.00","0.00","0.00","0","244",0
코스피200 P 202103 140.0,"1.07",0.03,"1.06","1.07","1.06","2","269",1
코스피200 P 202103 145.0,"1.30",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 150.0,"1.60",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 155.0,"2.11",0.00,"0.00","0.00","0.00","0","7",0
코스피200 P 202103 160.0,"2.62",0.00,"0.00","0.00","0.00","0","4",0
코스피200 P 202103 165.0,"3.12",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 170.0,"3.87",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 175.0,"4.68",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 180.0,"5.49",0.00,"0.00","0.00","0.00","0","551",0
코스피200 P 202103 185.0,"6.39",0.00,"0.00","0.00","0.00","0","1",0
코스피200 P 202103 190.0,"7.60",0.00,"0.00","0.00","0.00","0","24",0
코스피200 P 202103 195.0,"8.81",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 200.0,"10.00",0.00,"0.00","0.00","0.00","0","950",0
코스피200 P 202103 205.0,"11.35",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 210.0,"13.05",0.00,"0.00","0.00","0.00","0","1,201",0
코스피200 P 202103 215.0,"14.75",0.00,"0.00","0.00","0.00","0","4",0
코스피200 P 202103 220.0,"6.71",9.74,"6.71","6.71","6.71","1","1,826",2
코스피200 P 202103 225.0,"18.15",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 230.0,"20.35",0.00,"0.00","0.00","0.00","0","800",0
코스피200 P 202103 235.0,"22.55",0.00,"0.00","0.00","0.00","0","2,100",0
코스피200 P 202103 240.0,"24.80",0.00,"0.00","0.00","0.00","0","550",0
코스피200 P 202103 245.0,"27.05",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 250.0,"29.30",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 255.0,"32.10",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 260.0,"34.90",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 265.0,"37.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 270.0,"40.55",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 275.0,"43.35",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 280.0,"46.50",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 285.0,"49.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 290.0,"53.20",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 295.0,"56.50",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 300.0,"59.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 305.0,"63.20",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 310.0,"66.90",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 315.0,"70.70",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 320.0,"74.50",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 325.0,"78.35",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202103 330.0,"82.15",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 140.0,"1.26",0.00,"0.00","0.00","0.00","0","42",0
코스피200 P 202106 150.0,"2.10",0.00,"0.00","0.00","0.00","0","22",0
코스피200 P 202106 160.0,"3.12",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 170.0,"4.64",0.00,"0.00","0.00","0.00","0","915",0
코스피200 P 202106 180.0,"6.26",0.00,"0.00","0.00","0.00","0","2,400",0
코스피200 P 202106 190.0,"8.68",0.00,"0.00","0.00","0.00","0","3,201",0
코스피200 P 202106 200.0,"11.10",0.00,"0.00","0.00","0.00","0","835",0
코스피200 P 202106 210.0,"14.45",0.00,"0.00","0.00","0.00","0","5,136",0
코스피200 P 202106 220.0,"17.85",0.00,"0.00","0.00","0.00","0","5,735",0
코스피200 P 202106 230.0,"22.00",0.00,"0.00","0.00","0.00","0","7,311",0
코스피200 P 202106 240.0,"12.80",13.70,"12.80","12.80","12.80","1","4,590",2
코스피200 P 202106 250.0,"31.15",0.00,"0.00","0.00","0.00","0","7,620",0
코스피200 P 202106 260.0,"20.00",16.75,"20.00","20.00","20.00","1","1,506",2
코스피200 P 202106 270.0,"42.35",0.00,"0.00","0.00","0.00","0","3,904",0
코스피200 P 202106 280.0,"48.35",0.00,"0.00","0.00","0.00","0","1,603",0
코스피200 P 202106 290.0,"55.00",0.00,"0.00","0.00","0.00","0","1,201",0
코스피200 P 202106 300.0,"61.70",0.00,"0.00","0.00","0.00","0","1,500",0
코스피200 P 202106 310.0,"68.55",0.00,"0.00","0.00","0.00","0","2,000",0
코스피200 P 202106 320.0,"76.20",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 330.0,"83.85",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 340.0,"91.45",0.00,"0.00","0.00","0.00","0","500",0
코스피200 P 202106 350.0,"99.65",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 360.0,"108.05",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202106 370.0,"116.45",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202112 140.0,"2.10",0.00,"2.10","2.10","2.10","60","754",3
코스피200 P 202112 150.0,"2.63",0.00,"0.00","0.00","0.00","0","140",0
코스피200 P 202112 160.0,"3.14",0.00,"0.00","0.00","0.00","0","133",0
코스피200 P 202112 170.0,"3.67",0.00,"0.00","0.00","0.00","0","147",0
코스피200 P 202112 180.0,"4.55",0.00,"0.00","0.00","0.00","0","33",0
코스피200 P 202112 190.0,"5.61",0.00,"0.00","0.00","0.00","0","7,409",0
코스피200 P 202112 200.0,"7.60",0.31,"7.60","7.60","7.60","1","12,070",1
코스피200 P 202112 210.0,"8.45",0.00,"0.00","0.00","0.00","0","4,531",0
코스피200 P 202112 220.0,"12.10",0.00,"0.00","0.00","0.00","0","6,066",0
코스피200 P 202112 230.0,"15.40",0.00,"0.00","0.00","0.00","0","14,806",0
코스피200 P 202112 240.0,"19.65",0.00,"0.00","0.00","0.00","0","7,459",0
코스피200 P 202112 250.0,"20.00",3.90,"20.00","20.00","20.00","1","9,274",2
코스피200 P 202112 260.0,"29.30",0.00,"0.00","0.00","0.00","0","5,906",0
코스피200 P 202112 270.0,"34.65",0.00,"0.00","0.00","0.00","0","4,126",0
코스피200 P 202112 280.0,"40.90",0.00,"0.00","0.00","0.00","0","5,019",0
코스피200 P 202112 290.0,"47.35",0.00,"0.00","0.00","0.00","0","3,207",0
코스피200 P 202112 300.0,"54.10",0.00,"0.00","0.00","0.00","0","2,777",0
코스피200 P 202112 310.0,"61.55",0.00,"0.00","0.00","0.00","0","403",0
코스피200 P 202112 320.0,"68.95",0.00,"0.00","0.00","0.00","0","2,407",0
코스피200 P 202112 330.0,"76.90",0.00,"0.00","0.00","0.00","0","205",0
코스피200 P 202112 340.0,"85.10",0.00,"0.00","0.00","0.00","0","32",0
코스피200 P 202112 350.0,"93.35",0.00,"0.00","0.00","0.00","0","589",0
코스피200 P 202112 360.0,"102.00",0.00,"0.00","0.00","0.00","0","525",0
코스피200 P 202112 370.0,"110.85",0.00,"0.00","0.00","0.00","0","73",0
코스피200 P 202212 140.0,"3.39",0.00,"0.00","0.00","0.00","0","510",0
코스피200 P 202212 150.0,"4.36",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202212 160.0,"5.29",0.00,"0.00","0.00","0.00","0","41",0
코스피200 P 202212 170.0,"6.20",0.00,"0.00","0.00","0.00","0","210",0
코스피200 P 202212 180.0,"7.11",0.00,"0.00","0.00","0.00","0","1,535",0
코스피200 P 202212 190.0,"9.10",0.00,"0.00","0.00","0.00","0","402",0
코스피200 P 202212 200.0,"10.90",0.00,"0.00","0.00","0.00","800","1,834",0
코스피200 P 202212 210.0,"13.10",0.00,"0.00","0.00","0.00","0","4,160",0
코스피200 P 202212 220.0,"15.20",0.00,"0.00","0.00","0.00","0","2,368",0
코스피200 P 202212 230.0,"17.40",0.30,"17.40","17.40","17.40","1","2,638",1
코스피200 P 202212 240.0,"22.25",0.00,"0.00","0.00","0.00","0","3,894",0
코스피200 P 202212 250.0,"27.15",0.00,"0.00","0.00","0.00","0","2,812",0
코스피200 P 202212 260.0,"32.45",0.00,"0.00","0.00","0.00","0","2,500",0
코스피200 P 202212 270.0,"38.10",0.00,"0.00","0.00","0.00","0","2",0
코스피200 P 202212 280.0,"44.45",0.00,"0.00","0.00","0.00","0","1,050",0
코스피200 P 202212 290.0,"50.80",0.00,"0.00","0.00","0.00","0","208",0
코스피200 P 202212 300.0,"57.90",0.00,"0.00","0.00","0.00","0","12",0
코스피200 P 202212 310.0,"65.20",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202212 320.0,"72.55",0.00,"0.00","0.00","0.00","0","11",0
코스피200 P 202212 330.0,"80.65",0.00,"0.00","0.00","0.00","0","2",0
코스피200 P 202212 340.0,"88.80",0.00,"0.00","0.00","0.00","0","0",0
코스피200 P 202212 350.0,"96.90",0.00,"0.00","0.00","0.00","0","46",0
코스피200 P 202212 360.0,"105.60",0.00,"0.00","0.00","0.00","0","21",0
코스피200 P 202212 370.0,"114.35",0.00,"0.00","0.00","0.00","0","43",0
