Date,High,Low,Open,Close,Volume,Adj_Ratio
2010-02-01,1568.7680078125,1536.8788783482144,1554.5950613839286,1550.166015625,140.0,0.8858091517857143
2010-02-02,19213.197212541003,18850.015522492973,19182.193897536905,18903.1640625,2230286.0,0.8858090001171509
2010-02-03,19160.048905489923,18965.17092309474,19080.326094510077,19120.1875,1168565.0,0.8858090108871902
2010-02-04,1577.6260000560549,1574.082763671875,1577.6260000560549,1574.082763671875,370.0,0.8858090960449494
2010-02-05,18774.723758000866,18464.690574924654,18624.136211935278,18553.271484375,5029600.0,0.8858090945034615
2010-02-08,18597.56291610872,18367.252539438643,18597.56291610872,18398.255859375,2042659.0,0.8858091410387579
2010-02-09,1541.307727768842,1505.8753662109375,1541.307727768842,1505.8753662109375,560.0,0.8858090389476103
2010-02-10,18708.292630574768,18513.414582339614,18690.57644437157,18570.9921875,1585426.0,0.8858093101597901
2010-02-11,18978.457207599233,18615.275529414135,18615.275529414135,18885.447265625,1673540.0,0.8858089711831614
2010-02-12,18938.598569578524,18615.278247880855,18920.882387567694,18810.15625,2304176.0,0.8858091005415587
2010-02-16,1506.7611752498851,1505.8753662109375,1505.8753662109375,1505.8753662109375,550.0,0.8858090389476103
2010-02-17,19315.06844284955,19098.045201918656,19098.045201918656,19275.20703125,2939586.0,0.8858091466567095
2010-02-18,19323.92602854373,19177.767523170838,19323.92602854373,19204.341796875,1154592.0,0.8858091234720941
2010-02-19,19235.34849087961,18823.4471762004,19080.331867075605,18863.30859375,2622907.0,0.8858092788800188
2010-02-22,1545.7369384765625,1542.1937019413729,1542.1937019413729,1545.7369384765625,30.0,0.8858091337974571
2010-02-23,19292.923214183134,19120.190430585073,19275.20703125,19275.20703125,1184963.0,0.8858091466567095
2010-02-24,19151.19621953525,18978.463413669877,19137.90908062253,19036.041015625,1572635.0,0.8858092608480689
2010-02-25,19115.75984589041,18668.426262842466,19062.611301369863,18752.578125,2034624.0,0.8858090753424658
2010-02-26,18894.306903439272,18721.57413990572,18823.442179938327,18761.435546875,969391.0,0.8858090437618036
2010-03-02,19186.622581931555,18969.59938098173,18969.59938098173,19089.18359375,1467272.0,0.8858089834686775
2010-03-03,19146.76498329766,19000.606471974777,19093.616433725703,19142.3359375,1655974.0,0.8858091595326237
2010-03-04,19257.487326227652,19044.893169912353,19160.048337916473,19075.896484375,1290345.0,0.8858089846470861
2010-03-05,1523.5918879828716,1519.162841796875,1523.5918879828716,1519.162841796875,160.0,0.885809237199344
2010-03-08,1554.594854408788,1534.2212466302112,1554.594854408788,1535.1070556640625,1670.0,0.8858090338511613
2010-03-09,19669.393889885978,19589.671059438344,19647.24865920608,19664.96484375,745703.0,0.8858092271959459
2010-03-10,19726.97078880765,19594.09940944882,19673.822237064116,19687.109375,1282272.0,0.8858091957255343
2010-03-11,19802.26483057591,19567.525390625,19744.687232097385,19567.525390625,1541700.0,0.8858092073619285
2010-03-12,19700.39533965245,19532.09160248815,19647.246791074253,19625.1015625,1003380.0,0.8858091429699843
2010-03-15,19691.531730933653,19359.353395391587,19638.38319724692,19425.7890625,1015286.0,0.8858088947788417
2010-03-16,19523.237089919265,19381.507601063226,19483.375671178503,19474.517578125,1357246.0,0.8858093053502388
2010-03-17,19868.693383337053,19487.795561008254,19633.954027715816,19855.40625,4011331.0,0.8858088891367388
2010-03-18,19904.131135017644,19749.114537392896,19793.404993857108,19771.259765625,1665948.0,0.8858091292842742
2010-03-19,19926.274801469976,19771.258215995105,19837.693895484335,19895.271484375,968378.0,0.8858090598564115
2010-03-22,19793.407181693412,19576.383921030403,19771.261951013512,19664.96484375,1316359.0,0.8858092271959459
2010-03-23,19935.132300811732,19780.115719934503,19788.973810270345,19864.267578125,1007984.0,0.8858090335841694
2010-03-24,1589.1415739628005,1574.9686279296875,1588.255764835731,1574.9686279296875,820.0,0.8858091270695655
2010-03-25,1638.7467041015625,1585.5981623469172,1585.5981623469172,1638.7467041015625,2160.0,0.8858090292440879
2010-03-26,1660.8920439830802,1590.0273167731355,1660.8920439830802,1603.314453125,840.0,0.8858090901243094
2010-03-29,20054.71700849245,19828.83569943037,19828.83569943037,19948.419921875,1210784.0,0.8858090551454263
2010-03-30,20094.57750842778,20014.85469706527,20072.432283049304,20076.861328125,824044.0,0.8858090151389808
2010-03-31,1621.0306396484375,1621.0306396484375,1621.0306396484375,1621.0306396484375,250.0,0.8858090927040642
2010-04-01,1629.888916015625,1612.17273214589,1613.0585413393767,1629.888916015625,460.0,0.8858091934867527
2010-04-02,1683.0372314453125,1647.6048686780427,1647.6048686780427,1683.0372314453125,580.0,0.8858090691817434
2010-04-05,20515.333984375,20391.32073921902,20457.756406266868,20515.333984375,1477880.0,0.8858088939712867
2010-04-06,20581.77681690359,20471.050666608222,20550.77349482089,20524.19921875,1839152.0,0.8858092023629693
2010-04-07,1736.1861917940178,1695.43896484375,1719.3558154449943,1695.43896484375,1050.0,0.8858092815275601
2010-04-08,20586.19996091223,20417.89626071544,20422.32530545746,20537.48046875,1111179.0,0.8858089484041406
2010-04-09,1711.3833797567554,1683.0374852680307,1701.6394785262562,1708.7259521484375,620.0,0.8858092027726477
2010-04-12,1683.9230405144942,1683.0372314453125,1683.9230405144942,1683.0372314453125,250.0,0.8858090691817434
2010-04-13,20355.89018404069,20138.866985820936,20289.454511116277,20245.1640625,1609301.0,0.8858089723255305
2010-04-14,20599.492943494075,20316.033999528558,20316.033999528558,20550.7734375,1868344.0,0.8858091998922414
2010-04-15,20674.781350676545,20510.90669129886,20639.34899189218,20621.6328125,1184580.0,0.8858089696091065
2010-04-16,20621.637643181326,20351.465844161983,20550.77290901232,20493.1953125,1462127.0,0.8858091771126
2010-04-19,20378.03823839119,20107.866464311235,20240.73782861285,20143.298828125,1741248.0,0.8858090953441073
2010-04-20,20324.890092329544,20178.731588723775,20249.596317744756,20267.3125,1756522.0,0.8858091127622377
2010-04-21,1718.469482421875,1694.552639109818,1694.552639109818,1718.469482421875,330.0,0.8858090115576676
2010-04-22,20541.915402797258,20378.04070036011,20488.76685065548,20524.19921875,1295143.0,0.8858092023629693
2010-04-23,1745.043814589575,1730.870869902553,1730.870869902553,1737.071533203125,620.0,0.8858090429388705
2010-04-26,20803.22935876363,20617.209424110006,20617.209424110006,20714.6484375,1403144.0,0.8858092126363053
2010-04-27,20723.5059162175,20586.20549232292,20714.647824353335,20696.931640625,1276052.0,0.8858091864166489
2010-04-28,20431.186857992736,20249.595992790546,20307.17358419612,20426.7578125,1462252.0,0.885809098547268
2010-04-29,20444.473865694992,20032.572637465004,20271.741092566288,20169.873046875,2497654.0,0.8858090929677207
2010-04-30,20364.750722528595,20276.169814644607,20293.885996221405,20329.318359375,756641.0,0.8858090788398693
2010-05-03,20311.602830864045,19974.99537008217,20240.73810227839,20010.427734375,1400119.0,0.8858091073207172
2010-05-04,20169.873373692728,19948.421096862552,20143.29910047311,20010.427734375,1333116.0,0.8858091073207172
2010-05-06,1705.1827392578125,1700.7536931818183,1700.7536931818183,1705.1827392578125,510.0,0.8858092151988637
2010-05-07,1705.18263872932,1605.9720124759776,1705.18263872932,1656.463134765625,1210.0,0.8858091629762701
2010-05-10,1621.9166306045029,1523.5918102893202,1621.9166306045029,1612.1727294921875,2080.0,0.8858091920286745
2010-05-11,19718.108083633404,19323.923083758433,19709.24999374857,19372.642578125,1475979.0,0.8858089884830819
2010-05-12,19554.23222253082,19292.91858694094,19443.50610575545,19310.634765625,1297465.0,0.8858089342029817
2010-05-13,19749.11531864466,19474.51447770365,19487.801615168537,19709.25390625,1155471.0,0.8858091643258427
2010-05-14,19731.394681795133,19421.361544258507,19611.810471602435,19651.671875,1406067.0,0.8858089643903538
2010-05-17,1656.463134765625,1647.6050431358624,1647.6050431358624,1656.463134765625,2660.0,0.8858091629762701
2010-05-18,1654.691314561632,1594.456298828125,1623.687997639974,1594.456298828125,1590.0,0.8858090549045139
2010-05-19,18960.739019503806,18663.993045594263,18956.309975117096,18912.01953125,3510289.0,0.8858088773419204
2010-05-20,18996.173901065205,18513.40799870659,18823.441147010286,18619.705078125,2596173.0,0.8858089951534253
2010-05-24,18801.298295076944,18469.119879969578,18469.119879969578,18743.720703125,1944267.0,0.8858091069529773
2010-05-25,18593.136854363922,18030.647959532045,18593.136854363922,18243.2421875,3303044.0,0.8858092831998058
2010-05-26,18504.551745791094,18136.94097630793,18353.96420166546,18349.53515625,7069532.0,0.8858090830919624
2010-05-27,18712.71754818388,18176.80303378619,18283.10012755102,18663.998046875,1551759.0,0.8858091147069292
2010-05-28,18920.883594116956,18712.718442215388,18907.596456761537,18858.876953125,1684172.0,0.8858091570279474
2010-05-31,1459.8131562023627,1452.7266845703125,1459.8131562023627,1452.7266845703125,430.0,0.8858089540062881
2010-06-01,19080.325707973636,18929.738179173473,19018.319078467684,18982.88671875,1222103.0,0.8858089929421372
2010-06-03,19430.22399576489,19075.900330467146,19124.619834445584,19412.5078125,2009816.0,0.8858091632443532
2010-06-04,19452.369168660287,19337.21397777113,19412.507756429426,19439.08203125,1491766.0,0.8858091606858054
2010-06-07,19129.0546875,18903.173282299143,19000.612319836768,19129.0546875,1502214.0,0.8858094321602222
2010-06-08,19323.927177557147,19009.46492002642,19124.620112924997,19279.63671875,1455632.0,0.88580917614289
2010-06-09,19288.496357746793,19093.61832336313,19284.067311510804,19168.912109375,1238292.0,0.8858092471984751
2010-06-10,19337.213727421768,19129.048577355614,19222.05853802347,19248.6328125,1503930.0,0.8858091492176714
2010-06-11,19567.521536611795,19368.214504210817,19483.36967848694,19540.947265625,1753061.0,0.8858090328932456
2010-06-14,19850.982024584642,19602.955475415358,19620.67165749888,19726.96875,1477450.0,0.8858091041760215
2010-06-15,19819.97669168652,19647.24393392657,19722.537700129626,19753.541015625,1236648.0,0.8858090141535875
2010-06-16,19952.849020137422,19806.69052565029,19912.987612550023,19921.845703125,1008508.0,0.8858090574977768
2010-06-17,19961.708451981114,19850.98231235397,19917.417996130258,19904.130859375,960282.0,0.8858091170171339
2010-06-18,19961.70770021157,19850.98156475444,19904.13010977386,19952.849609375,838255.0,0.8858090836570477
2010-06-21,20320.462446616293,20094.58110730125,20107.868244908015,20223.0234375,1413286.0,0.8858091737844941
2010-06-22,20200.878934959823,20081.294692196414,20090.15278425296,20187.591796875,969011.0,0.8858092056548925
2010-06-23,20165.444218663768,20028.14380777456,20028.14380777456,20063.576171875,1316641.0,0.8858091025110375
2010-06-24,20267.314596579698,20019.288019348827,20063.578479568623,20200.87890625,1342197.0,0.8858092043959658
2010-06-25,20196.44764691235,19957.279187935757,20023.71487098481,20010.427734375,1240924.0,0.8858091073207172
2010-06-28,20143.298936631945,20010.427571614582,20045.859935619214,20090.150390625,1114589.0,0.8858091001157408
2010-06-29,20223.021599008312,19828.836552509903,20090.150235020083,19846.552734375,890790.0,0.8858090932548538
2010-06-30,19682.681670091195,19487.803633753658,19532.094096557645,19669.39453125,1777830.0,0.8858092560797117
2010-07-01,19576.378491789048,19222.05489917748,19540.94613252789,19452.365234375,1935953.0,0.8858089815289162
2010-07-02,19540.950311426117,19292.9237435567,19452.369394329897,19332.78515625,1631380.0,0.8858091709621994
2010-07-05,19425.80023583895,19279.641684132912,19332.790248389654,19381.509765625,1128776.0,0.8858094042790219
2010-07-06,19509.94533956511,19053.75365512125,19319.4963839235,19496.658203125,1281738.0,0.8858090960074966
2010-07-07,19545.37468244412,19279.63199471544,19545.37468244412,19368.212890625,2624068.0,0.8858089590955865
2010-07-08,19735.82820932651,19607.385880316084,19664.963476079378,19695.966796875,686233.0,0.8858091655891612
2010-07-09,20014.8548523152,19682.676469061462,19788.97355170266,19997.138671875,1487543.0,0.8858090220099668
2010-07-12,20103.44140625,19997.144293725214,20063.579989053203,20103.44140625,867323.0,0.8858092710398766
2010-07-13,20355.89295639822,20125.582592226616,20147.727819550808,20169.873046875,1058871.0,0.8858090929677207
2010-07-14,20537.485856549778,20355.894974488416,20355.894974488416,20453.333984375,2043285.0,0.8858091807871373
2010-07-15,20466.617342799535,20355.891215647403,20373.607395991745,20386.89453125,835607.0,0.8858090172170324
2010-07-16,20404.615052260448,20174.304658790177,20364.75363800598,20187.591796875,1192314.0,0.8858092056548925
2010-07-19,20183.158461988485,19886.4124411517,19886.4124411517,20050.287109375,934785.0,0.8858090174232384
2010-07-20,20161.01055333517,19930.700239457,20063.571574386715,20085.716796875,819675.0,0.8858088995314223
2010-07-21,20347.03397755186,20152.155985603167,20249.594981577513,20285.02734375,1592941.0,0.8858090543122271
2010-07-22,20373.609869940607,20134.44140625,20152.1575887456,20134.44140625,1019214.0,0.8858091247800264
2010-07-23,20444.475363056463,20280.600668855186,20373.610630428884,20395.755859375,1546383.0,0.885809157844734
2010-07-26,20577.34771349677,20395.756827518857,20462.192517510775,20550.7734375,764626.0,0.8858091998922414
2010-07-27,1524.4773442663961,1507.64697265625,1518.2766810416056,1507.64697265625,120.0,0.8858090321129554
2010-07-28,1519.162841796875,1510.3047494248815,1513.8479863736789,1519.162841796875,1290.0,0.885809237199344
2010-07-29,20612.778095048998,20524.197183596272,20524.197183596272,20564.05859375,635535.0,0.8858091145272453
2010-07-30,20559.630553576277,20378.039676218104,20555.201507787053,20395.755859375,922018.0,0.885809157844734
2010-08-02,1520.04839851764,1510.3044985271424,1510.3044985271424,1511.1903076171875,50.0,0.8858090900452448
2010-08-03,20798.799554714165,20710.218636678754,20789.941462910625,20763.3671875,1573637.0,0.8858091803540956
2010-08-04,20789.938891038644,20626.06421294567,20772.222709623187,20745.6484375,1144121.0,0.8858090707728438
2010-08-05,20851.94630788276,20599.49071324612,20789.939670603584,20683.642578125,878379.0,0.8858091039882227
2010-08-06,20723.50398780447,20550.771212526764,20665.926396045234,20683.642578125,893923.0,0.8858091039882227
2010-08-09,1528.020751953125,1505.8755236639493,1505.8755236639493,1528.020751953125,50.0,0.885809131567029
2010-08-10,20776.65466801913,20599.492829025152,20772.225622044283,20603.921875,611783.0,0.8858091949699054
2010-08-11,20581.772646118272,20293.884713689244,20546.34028520393,20320.458984375,1384288.0,0.885809022858544
2010-08-12,20138.869516942977,19952.849609375,20107.86619901498,19952.849609375,2357166.0,0.8858090836570477
2010-08-13,20178.73046875,19939.562021578688,20019.284837302457,20178.73046875,1212804.0,0.8858090635974539
2010-08-16,20134.44140625,19819.97916695309,20130.0123606261,20134.44140625,1496574.0,0.8858091247800264
2010-08-17,1480.1871337890625,1461.5851410843525,1465.1283777900114,1480.1871337890625,110.0,0.8858091764147591
2010-08-18,20391.323628181424,20254.023230163693,20391.323628181424,20360.3203125,618947.0,0.8858090194692191
2010-08-19,20661.491591247584,20338.17135841563,20360.316579842478,20630.48828125,1325367.0,0.8858088570738515
2010-08-20,20626.062008981513,20453.329258637885,20453.329258637885,20541.91015625,987930.0,0.8858089761211729
2010-08-23,20758.931430217104,20484.330673086006,20541.908251194138,20515.333984375,594132.0,0.8858088939712867
2010-08-24,20559.630553576277,20240.73925675217,20506.482004105594,20395.755859375,774808.0,0.885809157844734
2010-08-25,20316.031711154516,20081.292299623845,20271.74125614873,20090.150390625,1007457.0,0.8858091001157408
2010-08-26,20200.877284616712,20041.431640625,20178.73205628453,20041.431640625,1218135.0,0.8858091332872928
2010-08-27,20085.720113477943,19921.845440005247,19970.564937524156,20054.716796875,1000735.0,0.8858090457983657
2010-08-30,20417.904326975255,20200.881048879422,20276.1748392392,20404.6171875,888813.0,0.8858092983503364
2010-08-31,20302.7462915023,20130.013502373025,20258.455832751206,20209.736328125,1462848.0,0.8858091750219154
2010-09-01,20479.906974382582,20223.022328077608,20240.7385105814,20444.474609375,1011145.0,0.885809125189558
2010-09-02,20683.644817483837,20453.334425511854,20657.070541487068,20550.7734375,994403.0,0.8858091998922414
2010-09-03,20657.06983988159,20537.48560195775,20595.063197995154,20572.91796875,863651.0,0.8858091698062432
2010-09-06,20736.794921875,20648.21399525443,20723.507782881916,20736.794921875,1210554.0,0.8858092662056813
2010-09-07,20736.795743736602,20661.501953125,20727.93765072347,20661.501953125,1118117.0,0.8858093013129689
2010-09-08,20612.774229364353,20444.470529167564,20577.341871428187,20537.48046875,4188096.0,0.8858089484041406
2010-09-09,20679.217527254077,20475.481393980637,20634.92706349898,20643.78515625,2952329.0,0.8858092751019094
2010-09-10,20931.668181425455,20657.067371597193,20657.067371597193,20825.37109375,2893909.0,0.8858090639621438
2010-09-13,21064.542383922933,20860.806271715097,20860.806271715097,21033.5390625,2345012.0,0.8858091835123184
2010-09-14,21082.25862455197,20984.81961410236,21073.400532692915,21006.96484375,1521358.0,0.885809185905545
2010-09-15,21148.692882592382,20993.676285547204,21011.392468066653,21064.541015625,770497.0,0.8858091259724559
2010-09-16,21099.97230939482,20949.384765625,21064.539946154862,20949.384765625,671163.0,0.885809080998943
2010-09-17,1541.3077392578125,1539.5361211667114,1539.5361211667114,1541.3077392578125,170.0,0.8858090455504669
2010-09-20,1543.96533203125,1543.07952289067,1543.07952289067,1543.96533203125,1790.0,0.8858091405801779
2010-09-24,21303.708422851563,21091.114243164062,21144.262788085936,21259.41796875,492983.0,0.88580908203125
2010-09-27,21476.44207555898,21361.286890167245,21365.71593575923,21467.583984375,925055.0,0.8858091183979782
2010-09-28,21467.581466349882,21352.42629446519,21458.723376204904,21423.291015625,689525.0,0.8858090144976225
2010-09-29,21666.89084326212,21463.15474784306,21485.299975605998,21560.59375,1090389.0,0.8858091105176664
2010-09-30,21596.026729590005,21516.303907372487,21525.16199872999,21578.310546875,893608.0,0.8858091357502053
2010-10-01,21782.047800227552,21565.02455048962,21569.45359640264,21653.60546875,887130.0,0.8858091826038045
2010-10-04,21773.189651430028,21666.89254979571,21742.18633012002,21680.1796875,727705.0,0.8858091802860061
2010-10-05,21751.043694150903,21622.601367307005,21631.459458813482,21715.611328125,850835.0,0.8858091506475627
2010-10-06,22034.50069557973,21861.767926307846,21866.19697167379,22012.35546875,1140721.0,0.8858090731891348
2010-10-07,22016.78719439616,21932.635322198712,21990.21291896539,21976.92578125,994308.0,0.8858091810257961
2010-10-08,22003.500227548546,21866.199803423344,21959.20976815332,21897.203125,1177649.0,0.8858091879045308
2010-10-11,22034.4997235845,21804.18937471487,21999.067362219943,21844.05078125,1436324.0,0.8858090341139497
2010-10-12,21866.198656578134,21449.868360098826,21839.624382334776,21511.875,3072911.0,0.8858091414453366
2010-10-13,21684.604311846688,21503.013466914967,21600.45245687833,21609.310546875,1635557.0,0.8858089996669399
2010-10-14,21910.4921875,21702.3270100566,21706.756056385184,21910.4921875,1001274.0,0.8858092657165959
2010-10-15,21959.20904038141,21804.192437635676,21901.63144507585,21932.634765625,837069.0,0.8858091585470517
2010-10-18,21985.780651745496,21560.592307150902,21932.632108671172,21631.45703125,1245593.0,0.8858090512387388
2010-10-19,21680.17711900685,21339.140625,21680.17711900685,21339.140625,1441095.0,0.8858090753424658
2010-10-20,21542.87639060569,21082.255678306552,21215.12703762361,21498.5859375,1289100.0,0.8858090621137207
2010-10-21,21582.738361960965,21281.563272978132,21573.880271108526,21542.876953125,1162456.0,0.8858090852436267
2010-10-22,21835.196038672035,21573.88233354391,21596.027562792056,21799.763671875,676357.0,0.8858091699258431
2010-10-25,22114.22343177282,21817.477393333247,21848.480710782158,22052.216796875,731007.0,0.8858090699688692
2010-10-26,22074.36266629016,21959.207483841616,22052.21743889621,22056.646484375,785502.0,0.8858090957580321
2010-10-27,22100.938393149427,21821.9085096287,22047.789843907383,21985.783203125,1228452.0,0.8858091540340451
2010-10-28,21976.920640202363,21839.62024926196,21976.920640202363,21941.48828125,1254606.0,0.8858089738090432
2010-10-29,21976.92167212958,21511.871939043405,21968.06358197556,21746.611328125,1860185.0,0.8858090154022403
2010-11-01,1576.74007152242,1551.937418711955,1567.8819812329682,1564.3387451171875,900.0,0.8858090289451798
2010-11-02,1590.027189627706,1585.59814453125,1590.027189627706,1585.59814453125,60.0,0.8858090192912011
2010-11-03,22353.390885831923,22114.222447584463,22114.222447584463,22220.51953125,1646842.0,0.8858090305461431
2010-11-04,22362.24941042121,22220.519962781385,22220.519962781385,22331.24609375,1509615.0,0.8858090477489091
2010-11-05,1634.31813302519,1614.8303287289548,1614.8303287289548,1622.8026123046875,830.0,0.885809286192515
2010-11-08,22459.688273602806,22251.523148605895,22441.972092752003,22397.681640625,895558.0,0.8858090425400436
2010-11-09,22450.82943569024,22286.954768276442,22397.680894907386,22446.400390625,896701.0,0.8858090130475533
2010-11-10,22698.857421875,22397.682338033537,22410.969474085367,22698.857421875,668360.0,0.8858090701219512
2010-11-11,22862.736475762795,22499.5546875,22659.000350639762,22499.5546875,1197419.0,0.8858092396653543
2010-11-12,22632.42228581355,21990.21069453313,22570.415649414062,22109.794921875,1759591.0,0.8858090914212741
2010-11-15,1649.3767182723336,1612.17273214589,1649.3767182723336,1629.888916015625,220.0,0.8858091934867527
2010-11-16,22233.807737047286,21901.62933460136,22145.22682972837,22012.35546875,1473286.0,0.8858090731891348
2010-11-17,22123.084324665382,21790.905881352086,21821.909202727995,21963.638671875,1511771.0,0.885809182168784
2010-11-18,1655.577194263896,1621.0306396484375,1647.6049124295594,1621.0306396484375,900.0,0.8858090927040642
2010-11-19,22486.26171875,22322.38705190073,22384.393682600454,22486.26171875,457165.0,0.8858090099960607
2010-11-22,22672.284679840686,22486.264762561274,22539.413310355394,22588.1328125,808636.0,0.8858091299019608
2010-11-23,22588.133934096535,22264.813585628097,22588.133934096535,22366.681640625,928259.0,0.8858091738861387
2010-11-24,1646.718994140625,1576.740080457403,1611.2866327820316,1646.718994140625,1710.0,0.8858090339648332
2010-11-25,22548.26773058656,22255.950765310838,22481.83205666026,22468.544921875,762415.0,0.8858089856840135
2010-11-26,1645.833223191716,1613.0582881765956,1640.5183688649397,1631.6602783203125,300.0,0.8858090544627104
2010-11-29,22357.81946634134,22007.924906547174,22202.802889217342,22123.080078125,1023489.0,0.8858090121371371
2010-11-30,22437.546875,22061.07796770134,22127.513657224634,22437.546875,1460370.0,0.8858091936439005
2010-12-01,22481.837890625,22189.52084949394,22322.39223182624,22481.837890625,637079.0,0.8858092155486603
2010-12-02,22756.43359375,22574.842745687765,22574.842745687765,22756.43359375,1071529.0,0.8858090149377189
2010-12-03,22902.58927344204,22765.28889295921,22840.582649998185,22858.298828125,2370828.0,0.8858089063408254
2010-12-06,22924.737717165117,22796.295407698777,22915.879626857095,22880.447265625,953706.0,0.8858090308023616
2010-12-07,23017.75010999277,22867.16255876326,22880.44969563645,22964.6015625,1030448.0,0.88580912487946
2010-12-08,23057.608450273634,22862.73046875,22960.169459511817,22862.73046875,566316.0,0.8858090069256103
2010-12-09,23323.349609375,22929.16462737075,22942.451761595614,23323.349609375,1239963.0,0.8858089483241549
2010-12-10,23323.349609375,23177.191132901513,23261.342982992308,23323.349609375,1270586.0,0.8858089483241549
2010-12-13,23465.083984375,23270.205974689743,23336.641659809717,23465.083984375,986077.0,0.8858091349329936
2010-12-14,23558.096402559866,23416.366926176728,23473.944525957377,23535.951171875,569523.0,0.885809227394618
2010-12-15,1700.7534848879625,1688.3521573939877,1700.7534848879625,1699.86767578125,240.0,0.8858091067124805
2010-12-16,1702.5252805074058,1699.8678529103597,1702.5252805074058,1700.753662109375,2290.0,0.8858091990152995
2010-12-17,23806.119891798913,23575.809522613137,23624.529023787054,23757.400390625,612955.0,0.8858091122529829
2010-12-20,23792.828125,23504.94021954114,23571.375890031646,23792.828125,2807001.0,0.8858089398734177
2010-12-21,24071.865378517065,23872.558305465867,23872.558305465867,24005.4296875,1249088.0,0.8858092135608856
2010-12-22,24058.57102979812,23961.13204550954,24005.42249291344,24023.138671875,1046454.0,0.8858089480779867
2010-12-23,24067.434429978992,23912.417829859507,24027.573018519695,23978.853515625,712369.0,0.8858091435398966
2010-12-24,24058.578472479614,23899.1328125,23978.85564248981,23899.1328125,984884.0,0.8858092221089696
2010-12-27,23969.992422527856,23783.972525678968,23854.83724828807,23850.408203125,1239528.0,0.8858090326137419
2010-12-28,24089.5822356468,23894.704203220168,23894.704203220168,23996.572265625,829380.0,0.8858092383028793
2010-12-29,24271.169921875,24009.856231110287,24009.856231110287,24271.169921875,1795303.0,0.8858091212363138
2010-12-30,24404.0390625,24275.596751644734,24306.600068058076,24404.0390625,1655409.0,0.8858090403811252
2011-01-03,24567.91796875,24448.333727690642,24470.47895751645,24567.91796875,864491.0,0.8858091930322697
2011-01-04,24727.3671875,24559.063416565914,24634.3572088259,24727.3671875,1774825.0,0.8858093207057137
2011-01-05,24753.934262503917,24669.78240152922,24705.214764044882,24745.076171875,1730273.0,0.8858090628915339
2011-01-06,24846.948955761894,24554.631909223517,24780.513263366807,24669.787109375,1049435.0,0.8858092319344704
2011-01-07,24776.07946248882,24567.91433293269,24594.48860479092,24758.36328125,986587.0,0.885809061940966
2011-01-10,24740.650058537463,24505.910629052592,24714.07578350144,24590.0625,1236317.0,0.8858091678674351
2011-01-11,24714.07421875,24368.60866515457,24607.777125336022,24714.07421875,1497160.0,0.8858091117831541
2011-01-12,1838.0539710029134,1820.3377881498734,1834.5107344323055,1826.5384521484375,290.0,0.8858091426520065
2011-01-13,1895.6312255859375,1858.4272482613537,1858.4272482613537,1895.6312255859375,620.0,0.8858089839186624
2011-01-14,25090.544921875,24625.495104258604,24846.94739836165,25090.544921875,1179725.0,0.88580917641218
2011-01-17,25099.401471794372,24891.236328125,25032.965787644574,24891.236328125,1739144.0,0.885809121997331
2011-01-18,25037.39629442976,24784.940679927284,24891.237780770432,24820.373046875,1700503.0,0.8858091736928979
2011-01-19,25103.830802782686,24709.64573901281,24891.236611086573,25068.3984375,1186985.0,0.8858091320671378
